pl_name,hostname,default_flag,pl_rade,pl_radeerr1,pl_radeerr2,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_eqt,pl_eqterr1,pl_eqterr2,st_teff,st_tefferr1,st_tefferr2,st_rad,st_raderr1,st_raderr2,st_mass,st_masserr1,st_masserr2,pl_rade_unc,pl_orbper_unc,pl_eqt_unc,st_teff_unc,st_rad_unc,st_mass_unc,proxy_habitable
K2-3 b,K2-3,1,2.078,0.076,-0.067,10.0546535,8.8e-06,-9.1e-06,501.3,5.1,-5.2,3844.0,61.0,-63.0,0.546,0.018,-0.016,0.549,0.029,-0.027,0.07150000000000001,8.95e-06,5.15,0.017,0.017,0.028,0
K2-3 c,K2-3,1,1.582,0.057,-0.051,24.646729,4.4e-05,-4.2e-05,371.8,3.8,-3.9,3844.0,61.0,-63.0,0.546,0.018,-0.016,0.549,0.029,-0.027,0.054,4.3e-05,3.8499999999999996,0.017,0.017,0.028,0
K2-3 d,K2-3,1,1.458,0.056,-0.051,44.55603,0.00013,-0.00012,305.2,3.1,-3.2,3844.0,61.0,-63.0,0.546,0.018,-0.016,0.549,0.029,-0.027,0.0535,0.000125,3.1500000000000004,0.017,0.017,0.028,1
K2-30 b,K2-30,1,11.646151,0.56045,-0.571659,4.098503,1.1e-05,-1.1e-05,1092.0,19.0,-20.0,5425.0,40.0,-40.0,0.844,0.032,-0.032,0.9,0.043,-0.042,0.5660545,1.1e-05,19.5,0.032,0.032,0.042499999999999996,0
K2-315 b,K2-315,1,0.95,0.058,-0.058,3.1443189,4.9e-06,-4.9e-06,460.0,5.0,-5.0,3300.0,30.0,-30.0,0.196,0.006,-0.006,0.174,0.004,-0.004,0.058,4.9e-06,5.0,0.006,0.006,0.004,0
K2-316 b,K2-316,1,1.33,0.1,-0.09,1.133,0.001,-0.001,841.0,105.0,-54.0,3436.0,3.0,-3.0,0.379,0.003,-0.003,0.408,0.005,-0.005,0.095,0.001,79.5,0.003,0.003,0.005,0
K2-316 c,K2-316,1,1.83,0.13,-0.12,5.26,0.007,-0.007,423.0,53.0,-26.0,3436.0,3.0,-3.0,0.379,0.003,-0.003,0.408,0.005,-0.005,0.125,0.007,39.5,0.003,0.003,0.005,0
K2-317 b,K2-317,1,2.93,0.19,-0.17,6.22,0.007,-0.007,432.0,48.0,-24.0,3387.0,5.0,-5.0,0.379,0.006,-0.006,0.403,0.006,-0.006,0.18,0.007,36.0,0.006,0.006,0.006,0
K2-318 b,K2-318,1,1.66,0.13,-0.13,7.01,0.007,-0.007,456.0,55.0,-32.0,3851.0,83.0,-83.0,0.552,0.017,-0.017,0.561,0.05,-0.05,0.13,0.007,43.5,0.017,0.017,0.05,0
K2-319 b,K2-319,1,2.79,0.11,-0.1,26.68,0.002,-0.003,641.0,61.0,-31.0,5440.0,115.0,-115.0,0.898,0.013,-0.013,0.954,0.055,-0.055,0.10500000000000001,0.0025,46.0,0.013,0.013,0.055,0
K2-32 b,K2-32,1,5.299,0.191,-0.191,8.992,8e-05,-8e-05,837.0,13.0,-14.0,5271.0,39.0,-35.0,0.86,0.02,-0.02,0.83,0.02,-0.02,0.191,8e-05,13.5,0.02,0.02,0.02,0
K2-32 c,K2-32,1,3.134,0.123,-0.102,20.66093,0.0008,-0.00079,634.0,9.0,-11.0,5271.0,39.0,-35.0,0.86,0.02,-0.02,0.83,0.02,-0.02,0.11249999999999999,0.000795,10.0,0.02,0.02,0.02,0
K2-32 d,K2-32,1,3.484,0.112,-0.129,31.71701,0.00101,-0.00096,550.0,8.0,-9.0,5271.0,39.0,-35.0,0.86,0.02,-0.02,0.83,0.02,-0.02,0.1205,0.000985,8.5,0.02,0.02,0.02,0
K2-32 e,K2-32,1,1.212,0.052,-0.046,4.34934,0.00039,-0.00039,1066.0,16.0,-18.0,5271.0,39.0,-35.0,0.86,0.02,-0.02,0.83,0.02,-0.02,0.049,0.00039,17.0,0.02,0.02,0.02,0
K2-320 b,K2-320,1,2.62,0.23,-0.15,1.995,0.001,-0.001,698.0,87.0,-57.0,3157.0,7.0,-7.0,0.3,0.003,-0.003,0.117,0.011,-0.011,0.19,0.001,72.0,0.003,0.003,0.011,0
K2-321 b,K2-321,1,2.05124347,0.16813471,-0.13450777,2.2979749,1.7e-06,-1.9e-06,830.0,110.0,-110.0,3750.0,510.0,-520.0,0.595,0.031,-0.031,0.578,0.03,-0.03,0.15132124,1.8000000000000001e-06,110.0,0.031,0.031,0.03,0
K2-322 b,K2-322,1,1.92,0.29,-0.18,8.205,0.003,-0.003,635.0,165.0,-78.0,4141.0,96.0,-96.0,0.602,0.013,-0.013,0.63,0.033,-0.033,0.235,0.003,121.5,0.013,0.013,0.033,0
K2-323 b,K2-323,1,2.1,0.09,-0.11,24.93,0.006,-0.006,318.0,24.0,-43.0,3710.0,118.0,-118.0,0.549,0.024,-0.024,0.478,0.089,-0.089,0.1,0.006,33.5,0.024,0.024,0.089,0
K2-324 b,K2-324,1,2.43,0.15,-0.13,3.262,0.001,-0.001,707.0,83.0,-38.0,3752.0,57.0,-57.0,0.505,0.012,-0.012,0.517,0.041,-0.041,0.14,0.001,60.5,0.012,0.012,0.041,0
K2-325 b,K2-325,1,2.2,0.14,-0.15,6.93,0.004,-0.003,423.0,33.0,-21.0,3287.0,67.0,-67.0,0.298,0.009,-0.009,0.274,0.008,-0.008,0.14500000000000002,0.0035,27.0,0.009,0.009,0.008,0
K2-326 b,K2-326,1,2.28,0.18,-0.18,1.256,0.001,-0.002,1114.0,138.0,-90.0,3924.0,51.0,-51.0,0.688,0.014,-0.014,0.507,0.051,-0.051,0.18,0.0015,114.0,0.014,0.014,0.051,0
K2-329 b,K2-329,1,8.675766,0.291434,-0.269016,12.4551225,3.1e-06,-3.1e-06,650.0,53.0,-70.0,5282.0,40.0,-39.0,0.822,0.026,-0.024,0.901,0.048,-0.049,0.280225,3.1e-06,61.5,0.025,0.025,0.0485,0
K2-330 b,K2-330,1,2.77,0.14,-0.09,13.774798,2.8e-05,-2.8e-05,969.0,9.0,-9.0,6232.0,33.0,-39.0,1.5,0.03,-0.03,1.23,0.02,-0.02,0.115,2.8e-05,9.0,0.03,0.03,0.02,0
K2-331 b,K2-331,1,1.79,0.14,-0.1,9.398977,0.001506,-0.001348,909.0,14.0,-14.0,5994.0,93.0,-91.0,1.06,0.03,-0.02,1.1,0.03,-0.04,0.12000000000000001,0.0014269999999999999,14.0,0.025,0.025,0.035,0
K2-331 c,K2-331,1,2.72,0.14,-0.1,22.996591,0.001848,-0.001859,673.0,12.0,-11.0,5994.0,93.0,-91.0,1.06,0.03,-0.02,1.1,0.03,-0.04,0.12000000000000001,0.0018535000000000001,11.5,0.025,0.025,0.035,0
K2-332 b,K2-332,1,2.2,0.19,-0.15,17.70632,6.3e-05,-6.3e-05,266.0,5.0,-8.0,3315.0,137.0,-152.0,0.28,0.02,-0.01,0.27,0.01,-0.02,0.16999999999999998,6.3e-05,6.5,0.015,0.015,0.015,0
K2-333 b,K2-333,1,6.18,0.28,-0.25,14.759287,0.000243,-0.00024,826.0,14.0,-17.0,5880.0,85.0,-82.0,1.22,0.05,-0.05,1.06,0.04,-0.04,0.265,0.00024150000000000002,15.5,0.05,0.05,0.04,0
K2-334 b,K2-334,1,5.65,0.36,-0.28,5.113981,6.1e-05,-6.2e-05,1380.0,34.0,-30.0,6502.0,132.0,-130.0,1.49,0.07,-0.06,1.36,0.05,-0.05,0.32,6.15e-05,32.0,0.065,0.065,0.05,0
K2-335 b,K2-335,1,2.21,0.18,-0.14,12.283211,5.1e-05,-5.1e-05,949.0,21.0,-26.0,6222.0,96.0,-91.0,1.33,0.07,-0.06,1.23,0.04,-0.04,0.16,5.1e-05,23.5,0.065,0.065,0.04,0
K2-336 b,K2-336,1,1.22,0.09,-0.05,21.194733,0.000108,-0.000107,569.0,15.0,-22.0,5424.0,192.0,-144.0,0.8,0.01,-0.01,0.86,0.03,-0.05,0.07,0.0001075,18.5,0.01,0.01,0.04,0
K2-337 b,K2-337,1,2.62,0.19,-0.14,16.273563,5.4e-05,-5.3e-05,850.0,19.0,-18.0,5869.0,88.0,-81.0,1.32,0.06,-0.06,0.94,0.04,-0.03,0.165,5.35e-05,18.5,0.06,0.06,0.035,0
K2-338 b,K2-338,1,1.03,0.11,-0.05,3.850614,1.2e-05,-1.2e-05,783.0,12.0,-14.0,4558.0,91.0,-81.0,0.63,0.01,-0.01,0.66,0.02,-0.02,0.08,1.2e-05,13.0,0.01,0.01,0.02,0
K2-339 b,K2-339,1,1.92,0.19,-0.12,19.507428,0.000116,-0.000113,508.0,12.0,-12.0,4857.0,86.0,-84.0,0.72,0.03,-0.03,0.74,0.04,-0.03,0.155,0.00011449999999999999,12.0,0.03,0.03,0.035,0
K2-34 b,K2-34,1,13.75,0.58,-0.59,2.9956348,2e-07,-2e-07,1687.0,24.0,-25.0,6168.0,46.0,-76.0,1.42,0.06,-0.05,1.16,0.04,-0.04,0.585,2e-07,24.5,0.055,0.055,0.04,0
K2-340 b,K2-340,1,3.36,0.44,-0.32,29.740451,0.000169,-0.000161,606.0,31.0,-36.0,5532.0,90.0,-90.0,1.13,0.14,-0.1,0.93,0.04,-0.04,0.38,0.000165,33.5,0.12000000000000001,0.12000000000000001,0.04,0
K2-341 b,K2-341,1,3.21,0.25,-0.19,36.552551,0.000127,-0.000122,598.0,16.0,-15.0,5817.0,45.0,-48.0,1.16,0.06,-0.05,0.98,0.07,-0.07,0.22,0.0001245,15.5,0.055,0.055,0.07,0
K2-342 b,K2-342,1,2.03,0.13,-0.09,11.561052,0.00069,-0.000668,861.0,14.0,-15.0,5920.0,104.0,-104.0,1.09,0.03,-0.03,1.01,0.05,-0.05,0.11,0.0006789999999999999,14.5,0.03,0.03,0.05,0
K2-343 b,K2-343,1,1.65,0.16,-0.08,2.787174,4e-06,-4e-06,653.0,10.0,-12.0,3804.0,93.0,-74.0,0.46,0.01,-0.01,0.49,0.01,-0.01,0.12,4e-06,11.0,0.01,0.01,0.01,0
K2-343 c,K2-343,1,2.02,0.1,-0.07,7.676972,1.2e-05,-1.2e-05,465.0,7.0,-7.0,3804.0,93.0,-74.0,0.46,0.01,-0.01,0.49,0.01,-0.01,0.085,1.2e-05,7.0,0.01,0.01,0.01,0
K2-344 b,K2-344,1,1.59,0.1,-0.05,3.35585,9.1e-05,-9.3e-05,722.0,7.0,-10.0,4374.0,38.0,-34.0,0.49,0.01,-0.01,0.51,0.01,-0.01,0.07500000000000001,9.2e-05,8.5,0.01,0.01,0.01,0
K2-345 b,K2-345,1,2.11,0.2,-0.09,10.367437,2e-05,-1.9e-05,437.0,4.0,-5.0,3779.0,30.0,-26.0,0.52,0.01,-0.01,0.56,0.01,-0.01,0.14500000000000002,1.95e-05,4.5,0.01,0.01,0.01,0
K2-346 b,K2-346,1,2.26,0.19,-0.1,26.201446,0.003331,-0.003124,450.0,5.0,-5.0,4801.0,49.0,-49.0,0.7,0.01,-0.01,0.71,0.02,-0.02,0.14500000000000002,0.0032275000000000003,5.0,0.01,0.01,0.02,0
K2-347 b,K2-347,1,2.41,0.11,-0.1,7.187257,2e-05,-2.1e-05,640.0,20.0,-21.0,4599.0,178.0,-152.0,0.63,0.02,-0.02,0.66,0.03,-0.03,0.10500000000000001,2.05e-05,20.5,0.02,0.02,0.03,0
K2-348 b,K2-348,1,3.26,0.22,-0.11,4.688418,0.000119,-0.000117,908.0,12.0,-11.0,5077.0,40.0,-39.0,0.85,0.02,-0.02,0.83,0.02,-0.01,0.165,0.000118,11.5,0.02,0.02,0.015,0
K2-348 c,K2-348,1,2.67,0.23,-0.11,12.550171,0.001018,-0.001057,655.0,7.0,-9.0,5077.0,40.0,-39.0,0.85,0.02,-0.02,0.83,0.02,-0.01,0.17,0.0010375,8.0,0.02,0.02,0.015,0
K2-349 b,K2-349,1,1.38,0.1,-0.07,9.032178,0.000874,-0.000874,518.0,5.0,-4.0,4385.0,29.0,-31.0,0.49,0.0,0.0,0.54,0.01,-0.01,0.085,0.000874,4.5,0.0,0.0,0.01,0
K2-350 b,K2-350,1,1.54,0.15,-0.11,4.163873,2.2e-05,-2.3e-05,1158.0,29.0,-34.0,5789.0,46.0,-50.0,1.04,0.06,-0.05,0.98,0.02,-0.02,0.13,2.2499999999999998e-05,31.5,0.055,0.055,0.02,0
K2-350 c,K2-350,1,2.74,0.25,-0.18,19.991944,0.000123,-0.000194,687.0,16.0,-18.0,5789.0,46.0,-50.0,1.04,0.06,-0.05,0.98,0.02,-0.02,0.215,0.0001585,17.0,0.055,0.055,0.02,0
K2-351 b,K2-351,1,2.54,0.25,-0.19,7.806164,0.000673,-0.000623,934.0,28.0,-32.0,5769.0,39.0,-37.0,1.05,0.07,-0.06,1.02,0.02,-0.02,0.22,0.0006479999999999999,30.0,0.065,0.065,0.02,0
K2-352 b,K2-352,1,1.37,0.1,-0.07,3.665912,0.000273,-0.000295,1160.0,16.0,-15.0,5791.0,81.0,-81.0,0.95,0.02,-0.02,0.98,0.04,-0.04,0.085,0.000284,15.5,0.02,0.02,0.04,0
K2-352 c,K2-352,1,1.92,0.13,-0.07,8.234885,0.000508,-0.000475,885.0,12.0,-14.0,5791.0,81.0,-81.0,0.95,0.02,-0.02,0.98,0.04,-0.04,0.1,0.0004915,13.0,0.02,0.02,0.04,0
K2-352 d,K2-352,1,2.23,0.13,-0.09,14.871387,0.000916,-0.000936,727.0,10.0,-10.0,5791.0,81.0,-81.0,0.95,0.02,-0.02,0.98,0.04,-0.04,0.11,0.000926,10.0,0.02,0.02,0.04,0
K2-353 b,K2-353,1,5.55,0.22,-0.2,15.466805,0.000572,-0.000565,735.0,13.0,-14.0,5698.0,55.0,-55.0,0.99,0.03,-0.03,0.87,0.02,-0.02,0.21000000000000002,0.0005685,13.5,0.03,0.03,0.02,0
K2-354 b,K2-354,1,1.56,0.08,-0.08,3.793306,0.000324,-0.000343,543.0,8.0,-9.0,3669.0,88.0,-82.0,0.41,0.01,-0.01,0.43,0.01,-0.01,0.08,0.00033350000000000003,8.5,0.01,0.01,0.01,0
K2-355 b,K2-355,1,2.25,0.22,-0.16,5.7385647,0.0013939,-0.0011048,1066.0,190.0,-77.0,5790.0,177.0,-147.0,0.92,0.04,-0.03,0.96,0.05,-0.06,0.19,0.00124935,133.5,0.035,0.035,0.055,0
K2-356 b,K2-356,1,2.29,0.15,-0.12,21.0267366,0.0036912,-0.0038993,624.0,0.0,-37.0,5568.0,178.0,-150.0,0.86,0.03,-0.03,0.9,0.05,-0.06,0.135,0.00379525,18.5,0.03,0.03,0.055,0
K2-357 b,K2-357,1,3.72,0.23,-0.21,16.3488637,0.0013811,-0.0014022,735.0,8.0,-39.0,5794.0,210.0,-169.0,1.0,0.05,-0.05,0.98,0.07,-0.07,0.22,0.00139165,23.5,0.05,0.05,0.07,0
K2-358 b,K2-358,1,2.68,0.17,-0.14,11.2510285,0.0018188,-0.0017892,888.0,0.0,-47.0,5650.0,193.0,-152.0,0.91,0.04,-0.04,0.93,0.06,-0.06,0.15500000000000003,0.001804,23.5,0.04,0.04,0.06,0
K2-36 b,K2-36,1,1.43,0.08,-0.08,1.422614,3.8e-05,-3.8e-05,1328.0,12.0,-12.0,4916.0,37.0,-37.0,0.718,0.008,-0.006,0.79,0.01,-0.01,0.08,3.8e-05,12.0,0.007,0.007,0.01,0
K2-36 c,K2-36,1,3.2,0.3,-0.3,5.340888,8.6e-05,-8.6e-05,854.0,8.0,-8.0,4916.0,37.0,-37.0,0.718,0.008,-0.006,0.79,0.01,-0.01,0.3,8.6e-05,8.0,0.007,0.007,0.01,0
K2-37 b,K2-37,1,1.39,0.1,-0.05,4.4434,0.00032,-0.00032,949.0,27.0,-27.0,5352.0,100.0,-100.0,0.809,0.032,-0.032,0.84,0.03,-0.03,0.07500000000000001,0.00032,27.0,0.032,0.032,0.03,0
K2-37 c,K2-37,1,2.41,0.15,-0.06,6.42966,0.00018,-0.00018,839.0,24.0,-24.0,5352.0,100.0,-100.0,0.809,0.032,-0.032,0.84,0.03,-0.03,0.105,0.00018,24.0,0.032,0.032,0.03,0
K2-37 d,K2-37,1,2.31,0.21,-0.07,14.09229,0.00055,-0.00055,646.0,18.0,-18.0,5352.0,100.0,-100.0,0.809,0.032,-0.032,0.84,0.03,-0.03,0.14,0.00055,18.0,0.032,0.032,0.03,0
K2-38 b,K2-38,1,1.54,0.14,-0.14,4.01593,0.0005,-0.0005,1266.0,44.0,-50.0,5731.0,66.0,-66.0,1.06,0.09,-0.06,1.03,0.04,-0.02,0.14,0.0005,47.0,0.075,0.075,0.03,0
K2-38 c,K2-38,1,2.29,0.26,-0.26,10.56103,0.0009,-0.0009,916.0,32.0,-37.0,5731.0,66.0,-66.0,1.06,0.09,-0.06,1.03,0.04,-0.02,0.26,0.0009,34.5,0.075,0.075,0.03,0
K2-388 b,K2-388,1,3.9,0.2,-0.1,6.33932,0.00013,-0.00013,874.0,26.0,-25.0,5310.0,100.0,-100.0,0.91,0.038,-0.038,0.93,0.04,-0.04,0.15000000000000002,0.00013,25.5,0.038,0.038,0.04,0
K2-389 b,K2-389,1,2.33,0.12,-0.06,8.58289,0.00041,-0.00041,932.0,25.0,-25.0,5773.0,100.0,-100.0,1.094,0.041,-0.041,0.99,0.05,-0.05,0.09,0.00041,25.0,0.041,0.041,0.05,0
K2-415 b,K2-415,1,1.015,0.051,-0.0051,4.0179694,2.7e-06,-2.7e-06,412.4,9.3,-9.3,3173.0,53.0,-53.0,0.1965,0.0058,-0.0058,0.1635,0.0041,-0.0041,0.02805,2.7e-06,9.3,0.0058,0.0058,0.0041,0
K2-416 b,K2-416,1,2.66,0.19,-0.14,13.102,0.0026,-0.0024,447.0,49.0,-49.0,3746.0,72.0,-72.0,0.554,0.017,-0.017,0.548,0.012,-0.012,0.165,0.0024999999999999996,49.0,0.017,0.017,0.012,0
K2-417 b,K2-417,1,3.31,0.14,-0.12,6.535,0.0014,-0.0014,558.0,55.0,-55.0,3861.0,77.0,-77.0,0.5776,0.004,-0.004,0.569,0.012,-0.012,0.13,0.0014,55.0,0.004,0.004,0.012,0
K2-419 A b,K2-419 A,1,10.55,0.39,-0.39,20.35847252,6.14e-06,-5.75e-06,377.0,11.0,-11.0,3711.0,88.0,-88.0,0.541,0.017,-0.017,0.562,0.024,-0.024,0.39,5.945e-06,11.0,0.017,0.017,0.024,0
K2-43 b,K2-43,1,4.51,0.44,-0.19,3.471149,0.000104,-5.2e-05,939.3,37.7,-18.5,3840.6,98.8,-49.5,0.542,0.049,-0.022,0.571,0.111,-0.055,0.315,7.8e-05,28.1,0.035500000000000004,0.035500000000000004,0.083,0
K2-43 c,K2-43,1,2.42,0.26,-0.11,2.198884,2.2e-05,-1.1e-05,1093.7,43.9,-21.5,3840.6,98.8,-49.5,0.542,0.049,-0.022,0.571,0.111,-0.055,0.185,1.65e-05,32.7,0.035500000000000004,0.035500000000000004,0.083,0
K2-5 b,K2-5,1,1.91,0.44,-0.44,5.73594,0.00064,-0.00064,565.0,84.0,-84.0,3930.0,375.0,-375.0,0.57,0.12,-0.12,0.61,0.13,-0.13,0.44,0.00064,84.0,0.12,0.12,0.13,0
K2-5 c,K2-5,1,2.26,0.62,-0.62,10.93241,0.00134,-0.00134,456.0,68.0,-68.0,3930.0,375.0,-375.0,0.57,0.12,-0.12,0.61,0.13,-0.13,0.62,0.00134,68.0,0.12,0.12,0.13,0
K2-52 b,K2-52,1,18.0,2.2,-2.2,3.535055,1.7e-05,-1.6e-05,2004.0,184.0,-184.0,7147.0,483.0,-506.0,2.192,0.28,-0.232,1.691,0.157,-0.143,2.2,1.65e-05,184.0,0.256,0.256,0.15,0
K2-53 b,K2-53,1,2.6,0.1,-0.1,12.20772,0.000123,-0.000113,665.0,13.0,-13.0,5263.0,88.0,-86.0,0.807,0.016,-0.015,0.851,0.032,-0.038,0.1,0.000118,13.0,0.0155,0.0155,0.035,0
K2-54 b,K2-54,1,2.6116925,0.21297063,-0.19055267,9.7833,0.0013,-0.0012,560.0,45.0,-44.0,3990.0,300.0,-300.0,0.643,0.031,-0.031,0.615,0.031,-0.031,0.20176165000000001,0.0012499999999999998,44.5,0.031,0.031,0.031,0
K2-55 b,K2-55,1,4.43,0.29,-0.32,2.849271,2.9e-05,-2.9e-05,900.0,,,4300.0,107.0,-100.0,0.715,0.043,-0.04,0.688,0.069,-0.069,0.305,2.9e-05,0.0,0.041499999999999995,0.041499999999999995,0.069,0
K2-57 b,K2-57,1,2.30905002,0.16813471,-0.13450777,9.0073,0.0012,-0.0011,635.8,6.8,-6.7,4413.0,76.0,-76.0,0.671,0.023,-0.022,0.699,0.034,-0.031,0.15132124,0.00115,6.75,0.0225,0.0225,0.0325,0
K2-6 b,K2-6,1,2.5,0.88,-0.88,30.94191,0.00467,-0.00467,615.0,105.0,-105.0,5850.0,79.0,-98.0,0.96,0.14,-0.09,0.97,0.07,-0.07,0.88,0.00467,105.0,0.115,0.115,0.07,0
K2-60 b,K2-60,1,7.655747,0.414733,-0.414733,3.00265,4e-05,-4e-05,1400.0,50.0,-50.0,5500.0,100.0,-100.0,1.12,0.05,-0.05,0.97,0.07,-0.07,0.414733,4e-05,50.0,0.05,0.05,0.07,0
K2-61 b,K2-61,1,1.92,0.11,-0.05,2.57336,0.00016,-0.00016,1325.0,38.0,-38.0,5748.0,100.0,-100.0,0.995,0.042,-0.042,0.97,0.04,-0.04,0.08,0.00016,38.0,0.042,0.042,0.04,0
K2-62 b,K2-62,1,2.02,0.17,-0.06,6.67199,0.00018,-0.00018,666.0,16.0,-16.0,4455.0,70.0,-70.0,0.696,0.023,-0.023,0.67,0.03,-0.03,0.115,0.00018,16.0,0.023,0.023,0.03,0
K2-62 c,K2-62,1,1.99,0.19,-0.07,16.19697,0.00065,-0.00065,495.0,12.0,-12.0,4455.0,70.0,-70.0,0.696,0.023,-0.023,0.67,0.03,-0.03,0.13,0.00065,12.0,0.023,0.023,0.03,0
K2-66 b,K2-66,1,2.49,0.34,-0.24,5.06963,0.00081,-0.00081,1372.0,51.0,-51.0,5887.0,46.0,-46.0,1.67,0.12,-0.12,1.11,0.04,-0.04,0.29000000000000004,0.00081,51.0,0.12,0.12,0.04,0
K2-7 b,K2-7,1,4.03523305,0.30264248,-0.25780656,28.6781,0.0046,-0.0051,786.0,14.0,-14.0,5700.0,140.0,-140.0,1.533,0.082,-0.074,1.056,0.098,-0.068,0.28022452,0.00485,14.0,0.078,0.078,0.083,0
K2-73 b,K2-73,1,2.58,0.13,-0.06,7.49556,0.00029,-0.00029,968.0,25.0,-25.0,5867.0,100.0,-100.0,1.058,0.039,-0.039,1.02,0.04,-0.04,0.095,0.00029,25.0,0.039,0.039,0.04,0
K2-77 b,K2-77,1,2.4996027,0.16813471,-0.12329879,8.2000844,8.6e-06,-7.3e-06,806.0,18.0,-18.0,5160.0,130.0,-130.0,0.792,0.027,-0.025,0.847,0.039,-0.038,0.14571675,7.95e-06,18.0,0.026000000000000002,0.026000000000000002,0.0385,0
K2-79 b,K2-79,1,4.09,0.17,-0.12,10.9947,0.00047,-0.00047,1022.0,20.0,-20.0,5897.0,118.0,-118.0,1.265,0.041,-0.027,1.066,0.057,-0.07,0.14500000000000002,0.00047,20.0,0.034,0.034,0.0635,0
K2-8 b,K2-8,1,3.58,0.71,-0.71,10.35239,0.00086,-0.00086,631.0,18.0,-18.0,4870.0,60.0,-60.0,0.74,0.04,-0.04,0.78,0.04,-0.04,0.71,0.00086,18.0,0.04,0.04,0.04,0
K2-8 c,K2-8,1,2.41,0.33,-0.33,5.06416,0.00041,-0.00041,801.0,23.0,-23.0,4870.0,60.0,-60.0,0.74,0.04,-0.04,0.78,0.04,-0.04,0.33,0.00041,23.0,0.04,0.04,0.04,0
K2-85 b,K2-85,1,1.4,0.2,-0.2,0.68453862616,1e-05,-1e-05,1355.0,99.0,-99.0,4232.0,70.0,-70.0,0.71,0.1,-0.1,0.7,0.02,-0.02,0.2,1e-05,99.0,0.1,0.1,0.02,0
K2-87 b,K2-87,1,7.6,0.4,-0.4,9.726618,5.5e-05,-5.5e-05,979.0,28.0,-28.0,5747.0,58.0,-49.0,1.401,0.083,-0.062,1.164,0.042,-0.044,0.4,5.5e-05,28.0,0.07250000000000001,0.07250000000000001,0.043,0
K2-9 b,K2-9,1,2.25,0.53,-0.96,18.4498,0.0015,-0.0015,314.0,67.0,-64.0,3390.0,150.0,-150.0,0.31,0.11,-0.11,0.3,0.14,-0.14,0.745,0.0015,65.5,0.11,0.11,0.14,0
K2-90 b,K2-90,1,2.6,0.1,-0.1,13.733314,8.3e-05,-9.9e-05,502.0,8.0,-8.0,4484.0,58.0,-50.0,0.619,0.009,-0.01,0.629,0.022,-0.018,0.1,9.099999999999999e-05,8.0,0.0095,0.0095,0.019999999999999997,0
K2-95 b,K2-95,1,3.31,0.2,-0.14,10.1346454,1.21e-05,-1.23e-05,474.0,8.0,-24.0,3566.0,34.0,-37.0,0.4,0.01,-0.01,0.41,0.01,-0.01,0.17,1.22e-05,16.0,0.01,0.01,0.01,0
K2-97 b,K2-97,1,13.45077684,1.23298788,-1.23298788,8.407115,2.3e-05,-2.3e-05,1566.0,49.0,-50.0,4673.0,95.0,-93.0,4.14,0.28,-0.26,1.17,0.19,-0.13,1.23298788,2.3e-05,49.5,0.27,0.27,0.16,0
K2-98 b,K2-98,1,5.06645928,0.31385146,-0.28022452,10.1367349,9.4e-06,-9.2e-06,1185.0,23.0,-21.0,6260.0,170.0,-160.0,1.518,0.082,-0.076,1.246,0.078,-0.11,0.29703799,9.299999999999999e-06,22.0,0.079,0.079,0.094,0
K2-99 b,K2-99,1,11.88151954,0.11208981,-0.11208981,18.24783,3e-05,-3e-05,1184.0,19.0,-19.0,6069.0,92.0,-92.0,2.55,0.02,-0.02,1.44,0.03,-0.03,0.11208981,3e-05,19.0,0.02,0.02,0.03,0
KELT-10 b,KELT-10,1,15.681391,0.773421,-0.549241,4.1662739,6.3e-06,-6.3e-06,1377.0,28.0,-23.0,5948.0,74.0,-74.0,1.209,0.047,-0.035,1.112,0.055,-0.061,0.661331,6.3e-06,25.5,0.041,0.041,0.057999999999999996,0
KELT-11 b,KELT-11,1,15.13212395,1.12089807,-1.12089807,4.73620865,3.77e-06,-3.77e-06,1712.0,51.0,-46.0,5375.0,25.0,-25.0,2.69,0.04,-0.04,1.44,0.07,-0.07,1.12089807,3.77e-06,48.5,0.04,0.04,0.07,0
KELT-12 b,KELT-12,1,19.95202,1.90553,-1.79344,5.031623,3.2e-05,-3.1e-05,1800.0,57.0,-57.0,6279.0,51.0,-51.0,2.37,0.17,-0.17,1.591,0.07,-0.093,1.849485,3.15e-05,57.0,0.17,0.17,0.0815,0
KELT-14 b,KELT-14,1,19.537287,0.526823,-0.526823,1.7100566,3.2e-06,-2.6e-06,1970.0,50.0,-50.0,5720.0,130.0,-130.0,1.52,0.03,-0.03,1.239,0.039,-0.039,0.526823,2.9e-06,50.0,0.03,0.03,0.039,0
KELT-16 b,KELT-16,1,15.860735,0.941556,-0.751003,0.9689951,2.4e-06,-2.4e-06,2453.0,55.0,-47.0,6236.0,54.0,-54.0,1.36,0.064,-0.053,1.211,0.043,-0.046,0.8462795,2.4e-06,51.0,0.058499999999999996,0.058499999999999996,0.0445,0
KELT-17 b,KELT-17,1,17.093725,0.728585,-0.67254,3.0801716,5.3e-06,-5.2e-06,2087.0,32.0,-33.0,7454.0,49.0,-49.0,1.645,0.06,-0.055,1.635,0.066,-0.061,0.7005625,5.2500000000000006e-06,32.5,0.057499999999999996,0.057499999999999996,0.0635,0
